Daily Time Spent on Site,Age,Area Income,Daily Internet Usage,Ad Topic Line,City,Gender,Country,Timestamp,Clicked on Ad,id,agegroup,weekday_name,month_name,hour
70.29,32.0,69481.85,178.92,Business-focused transitional solution,Port Gregory,1,Saudi Arabia,2016-01-09 03:45:19,1,3121,31-40,Saturday,January,3
55.6,24.0,52252.91,182.2,Devolved human-resource circuit,West James,0,Algeria,2016-01-31 05:12:44,0,3122,21-30,Sunday,January,5
54.39,34.0,34191.23,168.34,Cloned explicit middleware,Kingshire,1,Equatorial Guinea,2016-03-11 00:05:48,0,3123,31-40,Friday,March,0
60.53,22.0,67058.72,136.21,Customizable modular Internet solution,Garciatown,0,Russian Federation,2016-05-23 08:06:24,0,3124,21-30,Monday,May,8
83.71,26.0,56694.12,131.68,Reverse-engineered context-sensitive emulation,East Kevinbury,0,Tonga,2016-07-05 18:59:45,1,3125,21-30,Tuesday,July,18
74.06,31.0,56180.93,207.17,Balanced empowering success,New Michael,0,Turks and Caicos Islands,2016-02-26 22:46:43,0,3126,31-40,Friday,February,22
59.05,21.0,64011.26,139.34,Function-based context-sensitive secured line,Hobbsbury,0,Bangladesh,2016-02-19 20:49:27,1,3127,21-30,Friday,February,20
80.3,49.0,45632.51,113.8,Streamlined homogeneous analyzer,West Brandonton,0,Netherlands,2016-02-05 16:50:58,1,3128,41-50,Friday,February,16
55.6,54.0,62729.4,182.2,Virtual scalable secured line,Lisafort,1,Somalia,2016-03-31 20:55:22,0,3129,51-60,Thursday,March,20
56.01,29.0,69718.19,158.56,Digitized radical architecture,Evansfurt,1,Ethiopia,2016-01-14 00:23:10,1,3130,21-30,Thursday,January,0
77.14,33.0,60953.93,125.27,Pre-emptive systematic budgetary management,East Carlos,0,Indonesia,2016-03-09 00:41:46,0,3131,31-40,Wednesday,March,0
51.87,49.0,45632.51,195.69,Advanced 24/7 productivity,West Brandonton,0,Netherlands,2016-04-04 20:01:12,1,3132,41-50,Monday,April,20
59.22,40.0,27086.4,221.98,Proactive actuating Graphical User Interface,Youngfort,1,Saint Lucia,2016-04-22 00:28:18,1,3133,31-40,Friday,April,0
74.54,45.0,67575.12,174.88,Secured 24hour policy,Greerport,0,Micronesia,2016-03-05 12:03:41,1,3134,41-50,Saturday,March,12
74.58,40.0,38067.08,129.33,Devolved human-resource circuit,East Tiffanyport,0,Uruguay,2016-02-27 12:34:19,1,3135,31-40,Saturday,February,12
69.62,34.0,59785.94,160.03,Cloned explicit middleware,Kingshire,1,Namibia,2016-03-11 00:05:48,0,3136,31-40,Friday,March,0
80.3,49.0,45632.51,113.8,Streamlined homogeneous analyzer,West Brandonton,0,Netherlands,2016-04-04 20:01:12,1,3137,41-50,Monday,April,20
55.6,39.0,65953.76,141.89,Organic motivating model,North Regina,1,French Polynesia,2016-01-14 16:30:38,0,3138,31-40,Thursday,January,16
54.88,48.0,52736.33,123.13,Centralized tertiary pricing structure,Burgessside,0,Tonga,2016-01-15 22:49:45,1,3139,41-50,Friday,January,22
79.52,49.0,64564.07,187.76,Reactive composite project,West Lisa,1,Tanzania,2016-06-24 08:42:20,1,3140,41-50,Friday,June,8
55.6,35.0,42993.48,221.18,Total cohesive moratorium,Williamsport,1,Myanmar,2016-03-18 13:22:35,0,3141,31-40,Friday,March,13
39.3,45.0,57195.96,124.67,Secured 24hour policy,Greerport,0,Taiwan,2016-03-30 16:15:59,1,3142,41-50,Wednesday,March,16
85.61,22.0,31215.88,157.04,Customizable modular Internet solution,South George,0,Eritrea,2016-01-07 23:02:43,0,3143,21-30,Thursday,January,23
39.36,42.0,62161.26,238.58,Innovative interactive portal,Lake Jennifer,0,Costa Rica,2016-04-06 11:24:21,1,3144,41-50,Wednesday,April,11
35.33,29.0,53431.35,158.56,Inverse discrete extranet,North Elizabeth,1,Micronesia,2016-03-24 02:01:55,1,3145,21-30,Thursday,March,2
73.38,29.0,61172.07,196.61,Profit-focused secondary portal,Evansfurt,0,Senegal,2016-04-17 21:39:11,0,3146,21-30,Sunday,April,21
55.6,54.0,47258.59,108.03,Profit-focused attitude-oriented task-force,Westshire,0,Czech Republic,2016-01-08 09:32:26,1,3147,51-60,Friday,January,9
84.73,51.0,51868.85,183.82,Vision-oriented real-time framework,New Travistown,0,Uganda,2016-07-21 10:54:35,1,3148,51-60,Thursday,July,10
78.36,34.0,59785.94,234.75,Ameliorated exuding encryption,Youngburgh,0,Brunei Darussalam,2016-07-19 12:05:58,1,3149,31-40,Tuesday,July,12
41.73,28.0,71222.4,182.65,Down-sized bandwidth-monitored core,Hartport,0,Zambia,2016-02-26 01:18:44,0,3150,21-30,Friday,February,1
49.58,28.0,67132.46,172.81,Ergonomic 24/7 solution,Hubbardmouth,0,Ireland,2016-01-12 03:28:31,0,3151,21-30,Tuesday,January,3
47.53,32.0,42995.8,182.2,Profound maximized workforce,Lake Matthewland,0,Saudi Arabia,2016-07-21 10:54:35,1,3152,31-40,Thursday,July,10
51.3,26.0,51463.17,131.68,Business-focused responsive website,Shelbyport,0,Cameroon,2016-05-15 13:18:34,0,3153,21-30,Sunday,May,13
51.87,37.0,42650.32,195.69,Managed client-server access,West Brandonton,1,Australia,2016-01-12 10:07:29,1,3154,31-40,Tuesday,January,10
55.6,35.0,73889.99,219.91,Optional multi-state hardware,Wrightburgh,0,Ukraine,2016-07-12 10:56:21,0,3155,31-40,Tuesday,July,10
59.59,34.0,34191.23,231.94,Managed national hardware,New Tinamouth,1,Namibia,2016-03-05 20:53:19,1,3156,31-40,Saturday,March,20
34.3,34.0,40183.75,183.82,Cloned explicit middleware,West Roytown,1,Hungary,2016-02-27 08:52:50,1,3157,31-40,Saturday,February,8
59.59,43.0,55642.32,157.04,Focused coherent success,Port Jeffrey,1,Northern Mariana Islands,2016-04-03 21:13:46,1,3158,41-50,Sunday,April,21
37.0,52.0,27241.11,178.92,Programmable uniform website,New Marcusbury,1,Micronesia,2016-02-06 17:48:28,1,3159,51-60,Saturday,February,17
55.6,39.0,75044.35,204.79,Intuitive exuding service-desk,Robinsonland,0,Cameroon,2016-01-03 07:13:53,0,3161,31-40,Sunday,January,7
80.47,25.0,63879.72,140.46,Face-to-face analyzing encryption,Lake Ian,0,Hong Kong,2016-07-08 17:14:01,1,3162,21-30,Friday,July,17
74.59,42.0,65816.38,243.61,Innovative interactive portal,Stewartbury,1,Czech Republic,2016-04-06 11:24:21,1,3163,41-50,Wednesday,April,11
44.4,53.0,37345.34,182.2,Synchronized systemic hierarchy,Reyesfurt,1,Bolivia,2016-06-25 17:33:35,1,3164,51-60,Saturday,June,17
54.08,36.0,32549.95,115.26,Ameliorated actuating workforce,Youngfort,1,French Polynesia,2016-02-06 23:08:57,0,3165,31-40,Saturday,February,23
41.73,31.0,56180.93,207.17,Inverse local hub,New Michael,0,Croatia,2016-06-21 14:32:32,0,3166,31-40,Tuesday,June,14
78.7,33.0,68094.85,215.18,Synchronized multi-tasking ability,New Taylorburgh,1,Vanuatu,2016-03-24 06:36:52,0,3167,31-40,Thursday,March,6
70.58,27.0,39193.45,193.29,Fully-configurable foreground solution,South Lisa,1,Guinea,2016-04-27 04:28:17,1,3168,21-30,Wednesday,April,4
71.84,39.0,39840.55,124.44,Face-to-face even-keeled website,Port Kathleenfort,0,Lao People's Democratic Republic,2016-07-08 17:14:01,1,3169,31-40,Friday,July,17
71.28,54.0,53188.69,161.16,Face-to-face modular budgetary management,Lake Jessicaville,1,Moldova,2016-01-17 18:45:55,1,3170,51-60,Sunday,January,18
39.36,42.0,60514.05,238.58,Innovative interactive portal,Lake Jennifer,0,United Kingdom,2016-04-06 11:24:21,1,3171,41-50,Wednesday,April,11
66.03,32.0,70505.06,172.83,Profound maximized workforce,Lake Matthewland,0,Saudi Arabia,2016-06-09 21:43:05,1,3172,31-40,Thursday,June,21
83.71,38.0,70582.55,231.37,Robust responsive collaboration,Stewartbury,1,Western Sahara,2016-03-24 02:01:55,1,3173,31-40,Thursday,March,2
66.18,28.0,71222.4,217.37,Organized global flexibility,West Joseph,0,Zambia,2016-05-28 12:20:15,0,3174,21-30,Saturday,May,12
50.19,36.0,29398.61,140.46,Up-sized incremental encryption,North Brandon,0,Honduras,2016-07-06 05:34:52,0,3175,31-40,Wednesday,July,5
55.6,35.0,25603.93,236.87,Robust uniform framework,West Roytown,0,Saint Vincent and the Grenadines,2016-06-11 06:47:55,1,3176,31-40,Saturday,June,6
83.71,38.0,70582.55,206.98,Face-to-face mission-critical definition,Stewartbury,1,Finland,2016-04-01 07:37:18,0,3177,31-40,Friday,April,7
59.22,37.0,53058.91,139.32,Devolved human-resource circuit,Lake Michelle,0,Tajikistan,2016-04-07 20:34:42,0,3178,31-40,Thursday,April,20
40.04,21.0,41521.28,187.76,Optimized upward-trending productivity,Port Jeffrey,1,Northern Mariana Islands,2016-02-12 10:39:10,1,3179,21-30,Friday,February,10
88.12,26.0,53549.94,131.68,Persistent even-keeled application,Shelbyport,1,French Guiana,2016-01-08 19:38:45,0,3180,21-30,Friday,January,19
55.6,39.0,48335.2,124.44,Phased zero-defect portal,New Rebecca,0,French Southern Territories,2016-01-14 14:00:09,1,3181,31-40,Thursday,January,14
60.83,32.0,55424.24,178.92,Business-focused transitional solution,Port Gregory,1,Saudi Arabia,2016-06-09 21:43:05,1,3182,31-40,Thursday,June,21
41.16,30.0,58677.69,228.81,Total 5thgeneration standardization,Robinsonland,0,Qatar,2016-01-05 20:58:42,0,3183,21-30,Tuesday,January,20
59.05,22.0,63363.04,139.34,Adaptive contextually-based methodology,West Katiefurt,1,Bulgaria,2016-01-29 07:14:04,0,3184,21-30,Friday,January,7
81.75,33.0,43974.49,137.43,Synchronized multi-tasking ability,South George,1,Vanuatu,2016-03-24 06:36:52,0,3185,31-40,Thursday,March,6
44.96,33.0,55984.89,204.27,Customizable tangible hierarchy,Taylorhaven,1,Vanuatu,2016-03-24 06:36:52,1,3186,31-40,Thursday,March,6
76.56,38.0,60514.05,146.8,Automated mobile model,Robertbury,0,Bahrain,2016-04-06 11:24:21,0,3187,31-40,Wednesday,April,11
69.15,46.0,54286.1,191.82,Automated multi-state toolset,Lake Evantown,0,Australia,2016-04-06 14:16:52,1,3188,41-50,Wednesday,April,14
74.63,39.0,74623.27,204.79,Intuitive exuding service-desk,West Aprilport,0,Cameroon,2016-04-07 15:18:10,0,3189,31-40,Thursday,April,15
81.75,29.0,69646.35,200.71,Automated multi-state toolset,Wrightburgh,0,Burundi,2016-06-19 22:08:15,0,3190,21-30,Sunday,June,22
57.86,40.0,57330.43,140.46,Total 5thgeneration standardization,West Gregburgh,0,El Salvador,2016-06-16 02:33:22,1,3191,31-40,Thursday,June,2
39.96,35.0,54429.17,131.72,Digitized contextually-based product,Hansenmouth,0,Albania,2016-04-07 15:18:10,0,3192,31-40,Thursday,April,15
79.6,42.0,43241.19,199.43,Innovative interactive portal,Hubbardmouth,1,Czech Republic,2016-04-06 11:24:21,1,3193,41-50,Wednesday,April,11
85.56,45.0,67575.12,174.88,Secured 24hour policy,Wintersfort,0,Saudi Arabia,2016-03-05 12:03:41,1,3194,41-50,Saturday,March,12
49.21,29.0,69718.19,158.56,Programmable uniform website,Petersonfurt,0,Austria,2016-01-05 16:26:44,0,3195,21-30,Tuesday,January,16
83.47,43.0,43241.88,168.34,Streamlined homogeneous analyzer,West Brandonton,0,Cote d'Ivoire,2016-05-08 12:51:00,1,3196,41-50,Sunday,May,12
55.6,35.0,73889.99,182.2,Secured secondary superstructure,Wrightburgh,1,Niger,2016-01-26 02:47:17,0,3197,31-40,Tuesday,January,2
55.6,24.0,52252.91,182.2,Focused upward-trending core,Lisafort,0,Algeria,2016-03-03 22:31:16,0,3198,21-30,Thursday,March,22
56.39,54.0,54286.1,218.61,Automated stable help-desk,Brownbury,0,Bouvet Island (Bouvetoya),2016-03-31 20:55:22,1,3199,51-60,Thursday,March,20
61.09,26.0,51463.17,202.18,Front-line zero-defect array,South Tiffanyton,0,Cameroon,2016-05-15 13:18:34,0,3200,21-30,Sunday,May,13
60.39,31.0,57739.03,207.17,Optional full-range projection,New Michael,1,Singapore,2016-06-21 14:32:32,0,3201,31-40,Tuesday,June,14
55.6,35.0,25603.93,236.87,Optional multi-state hardware,Wrightburgh,0,Ukraine,2016-05-12 04:35:59,0,3202,31-40,Thursday,May,4
37.0,30.0,57877.15,172.83,Total 5thgeneration standardization,Reyesfurt,0,Bolivia,2016-06-29 10:50:45,0,3203,21-30,Wednesday,June,10
62.14,35.0,53898.89,137.63,Total cohesive moratorium,Williamsport,1,Belize,2016-03-18 13:22:35,1,3204,31-40,Friday,March,13
83.71,38.0,57868.44,108.15,Pre-emptive content-based frame,Stewartbury,1,Western Sahara,2016-04-17 19:10:56,1,3205,31-40,Sunday,April,19
82.07,41.0,63363.04,187.76,Synchronized zero tolerance product,East Graceland,0,Bahamas,2016-04-21 09:30:35,1,3206,41-50,Thursday,April,9
56.16,29.0,69718.19,123.51,Configurable mission-critical algorithm,Williamsport,0,Uganda,2016-04-22 22:01:21,1,3207,21-30,Friday,April,22
39.96,45.0,59886.58,141.89,Enhanced homogeneous moderator,Lake Rhondaburgh,1,Hong Kong,2016-01-05 17:56:52,0,3208,41-50,Tuesday,January,17
54.88,43.0,68787.09,165.56,Devolved zero administration intranet,Lake Jennifer,0,Cameroon,2016-04-28 22:54:37,0,3209,41-50,Thursday,April,22
42.04,49.0,39031.89,195.69,Streamlined homogeneous analyzer,West Brandonton,0,Netherlands,2016-02-05 16:50:58,1,3210,41-50,Friday,February,16
55.6,39.0,65953.76,128.62,Total cohesive moratorium,Jacquelineshire,1,Myanmar,2016-04-07 15:18:10,0,3211,31-40,Thursday,April,15
51.24,39.0,48335.2,124.44,Cloned object-oriented benchmark,New Rebecca,0,Liechtenstein,2016-05-08 22:24:27,1,3212,31-40,Sunday,May,22
70.96,41.0,59243.46,109.29,Extended systemic policy,Mariahview,1,Puerto Rico,2016-02-28 23:54:44,0,3213,41-50,Sunday,February,23
55.6,24.0,52252.91,230.18,Up-sized bifurcated capability,North Daniel,1,Mayotte,2016-02-14 14:38:01,1,3214,21-30,Sunday,February,14
54.39,23.0,61617.98,211.38,Future-proofed coherent budgetary management,Hubbardmouth,1,Denmark,2016-03-09 03:41:30,1,3215,21-30,Wednesday,March,3
70.09,45.0,74903.41,158.42,Enhanced homogeneous moderator,Wintersfort,0,Taiwan,2016-03-05 12:03:41,1,3216,41-50,Saturday,March,12
66.12,37.0,39031.89,122.02,Streamlined homogeneous analyzer,West Brandonton,0,Belgium,2016-04-04 20:01:12,0,3217,31-40,Monday,April,20
76.58,29.0,53431.35,233.04,Configurable mission-critical algorithm,Mullenside,0,Belgium,2016-04-21 16:10:50,1,3218,21-30,Thursday,April,16
82.07,48.0,53922.43,196.77,Future-proofed stable function,East Graceland,0,Tokelau,2016-04-21 09:30:35,1,3219,41-50,Thursday,April,9
39.76,34.0,20592.99,168.34,Cloned explicit middleware,New Thomas,1,Namibia,2016-03-11 00:05:48,0,3220,31-40,Friday,March,0
46.31,31.0,61840.26,207.17,Sharable reciprocal project,North Katie,1,American Samoa,2016-07-09 11:18:02,0,3221,31-40,Saturday,July,11
55.6,39.0,65953.76,154.74,Cloned object-oriented benchmark,New Brandy,1,Canada,2016-06-20 14:20:52,1,3222,31-40,Monday,June,14
56.34,40.0,37345.34,210.87,Sharable reciprocal project,Gomezport,1,French Guiana,2016-05-08 10:25:08,0,3223,31-40,Sunday,May,10
86.06,32.0,69481.85,178.92,Business-focused transitional solution,Lisafort,1,Ghana,2016-03-31 20:55:22,0,3224,31-40,Thursday,March,20
65.59,40.0,72203.96,132.63,Organic next generation matrix,Destinyfurt,1,Saint Lucia,2016-07-08 03:47:41,0,3225,31-40,Friday,July,3
71.84,32.0,69481.85,182.2,Profound maximized workforce,Port Christinemouth,0,Lebanon,2016-04-06 21:20:07,1,3226,31-40,Wednesday,April,21
54.88,43.0,57868.44,136.4,Reverse-engineered maximized focus group,Port Katelynview,0,Bangladesh,2016-05-04 05:01:37,1,3227,41-50,Wednesday,May,5
65.56,29.0,66504.16,167.22,Programmable uniform website,New Marcusbury,0,Australia,2016-01-01 15:14:24,1,3228,21-30,Friday,January,15
82.07,38.0,57868.44,130.83,Virtual bandwidth-monitored initiative,Stewartbury,0,Lao People's Democratic Republic,2016-04-22 02:07:01,1,3229,31-40,Friday,April,2
44.46,33.0,49101.67,120.75,Integrated leadingedge frame,South George,1,Vanuatu,2016-03-24 06:36:52,1,3230,31-40,Thursday,March,6
40.42,25.0,50671.6,241.03,Intuitive radical forecast,Nelsonfurt,1,Hong Kong,2016-04-07 15:18:10,0,3231,21-30,Thursday,April,15
80.3,49.0,45632.51,113.8,Streamlined homogeneous analyzer,West Brandonton,0,Netherlands,2016-02-05 16:50:58,1,3232,41-50,Friday,February,16
59.59,44.0,52563.22,157.04,Fully-configurable neutral open system,Port Katelynview,0,Bangladesh,2016-05-09 21:54:38,0,3233,41-50,Monday,May,21
89.05,41.0,51510.18,158.42,Synergistic reciprocal attitude,Michaelmouth,1,Honduras,2016-05-31 23:42:26,1,3234,41-50,Tuesday,May,23
73.19,33.0,40468.53,162.03,Synchronized multi-tasking ability,Charlesport,0,Cameroon,2016-06-17 20:18:27,0,3235,31-40,Friday,June,20
60.72,28.0,61172.07,172.81,Centralized logistical secured line,Hubbardmouth,0,Gabon,2016-02-15 16:52:04,0,3236,21-30,Monday,February,16
66.18,31.0,61840.26,207.17,Sharable reciprocal project,Pearsonfort,1,Singapore,2016-06-21 14:32:32,0,3237,31-40,Tuesday,June,14
42.32,28.0,52011.0,207.17,Intuitive exuding service-desk,Jamiefort,0,Zambia,2016-05-06 21:07:31,0,3238,21-30,Friday,May,21
50.63,35.0,63976.44,119.2,Realigned next generation projection,Port Cassie,1,Croatia,2016-04-07 15:18:10,0,3239,31-40,Thursday,April,15
80.3,49.0,39031.89,195.69,Managed client-server access,Penatown,1,Australia,2016-04-04 20:01:12,1,3240,41-50,Monday,April,20
82.07,48.0,53922.43,201.15,Advanced modular Local Area Network,East Dana,0,Tonga,2016-01-15 22:49:45,1,3241,41-50,Friday,January,22
74.87,29.0,53431.35,195.69,Managed client-server access,Mataberg,1,Ethiopia,2016-07-08 03:47:41,0,3242,21-30,Friday,July,3
56.39,52.0,33951.63,191.82,Devolved regional moderator,South George,1,Burkina Faso,2016-01-30 16:15:29,0,3243,51-60,Saturday,January,16
63.45,39.0,61840.26,229.88,Managed zero tolerance concept,West Angelabury,1,Luxembourg,2016-05-19 11:16:59,0,3244,31-40,Thursday,May,11
57.51,31.0,66348.95,207.17,Realigned tangible collaboration,East Kevinbury,0,Lebanon,2016-04-15 15:07:17,0,3245,31-40,Friday,April,15
76.58,43.0,73538.09,157.04,Focused coherent success,Port Jeffrey,1,Turkey,2016-04-03 21:13:46,1,3246,41-50,Sunday,April,21
71.84,31.0,61840.26,207.17,Profound executive flexibility,West Steven,1,Bosnia and Herzegovina,2016-05-18 03:19:03,0,3247,31-40,Wednesday,May,3
65.07,23.0,34191.23,231.94,Up-sized bi-directional infrastructure,North Isabellaville,1,Namibia,2016-03-11 00:05:48,0,3248,21-30,Friday,March,0
45.99,33.0,41547.62,204.02,Focused coherent success,New Thomas,1,Vanuatu,2016-02-09 07:21:25,0,3249,31-40,Tuesday,February,7
80.51,55.0,43974.49,123.13,Team-oriented dynamic forecast,North Samantha,0,Tonga,2016-04-04 07:07:46,1,3250,51-60,Monday,April,7
56.39,27.0,69646.35,181.02,Front-line dynamic model,Laurieside,1,Bahrain,2016-07-03 04:11:40,0,3251,21-30,Sunday,July,4
55.6,39.0,48335.2,140.46,Intuitive exuding service-desk,West Aprilport,0,Sweden,2016-01-20 02:31:36,0,3252,31-40,Wednesday,January,2
60.83,39.0,38067.08,124.44,Advanced local task-force,East Donnatown,0,Serbia,2016-05-06 21:07:31,1,3253,31-40,Friday,May,21
55.6,39.0,56180.93,212.87,Customer-focused incremental system engine,New Michael,0,Serbia,2016-06-02 21:02:22,0,3254,31-40,Thursday,June,21
60.23,44.0,31092.93,167.86,Optimized upward-trending productivity,Wilcoxport,1,Sri Lanka,2016-02-06 17:48:28,0,3255,41-50,Saturday,February,17
44.72,48.0,62784.85,187.76,Function-based context-sensitive secured line,North Samantha,1,Turkey,2016-01-15 22:49:45,1,3256,41-50,Friday,January,22
59.51,40.0,31265.75,136.18,Sharable reciprocal project,South Walter,1,Bolivia,2016-01-17 18:45:55,0,3257,31-40,Sunday,January,18
55.6,24.0,52252.91,182.2,Up-sized 6thgeneration moratorium,West James,0,Algeria,2016-01-31 05:12:44,0,3258,21-30,Sunday,January,5
46.13,31.0,57739.03,154.74,Sharable reciprocal project,Port Calvintown,1,Singapore,2016-07-09 11:18:02,0,3259,31-40,Saturday,July,11
78.64,39.0,49282.87,161.16,Phased hybrid superstructure,Port Kathleenfort,0,American Samoa,2016-01-23 17:39:06,0,3260,31-40,Saturday,January,17
60.23,51.0,73174.19,111.94,Networked responsive application,West David,1,Togo,2016-07-21 23:14:35,1,3261,51-60,Thursday,July,23
43.49,37.0,19991.72,110.68,Horizontal national architecture,Westshire,0,Libyan Arab Jamahiriya,2016-05-08 22:24:27,1,3262,31-40,Sunday,May,22
41.73,28.0,32252.38,195.69,Managed client-server access,Kennedyfurt,1,Luxembourg,2016-01-05 16:26:44,0,3263,21-30,Tuesday,January,16
47.64,52.0,33951.63,162.03,Synchronized multi-tasking ability,East Carlos,0,Saint Helena,2016-02-25 16:33:24,0,3264,51-60,Thursday,February,16
35.61,39.0,22473.08,185.46,Persevering even-keeled help-desk,West Roytown,0,Peru,2016-05-03 01:09:01,1,3265,31-40,Tuesday,May,1
87.35,44.0,56782.18,160.49,Automated mobile model,Hubbardmouth,0,Croatia,2016-02-26 22:46:43,0,3266,41-50,Friday,February,22
56.39,40.0,62669.59,117.3,Synergized coherent interface,North Brittanyburgh,1,Portugal,2016-05-30 20:08:51,1,3267,31-40,Monday,May,20
75.55,24.0,52252.91,182.2,Up-sized bifurcated capability,Brandiland,0,Saudi Arabia,2016-05-24 13:30:38,1,3268,21-30,Tuesday,May,13
81.58,25.0,50671.6,228.81,Customizable multi-tasking website,Lake James,0,Gabon,2016-07-08 17:14:01,0,3269,21-30,Friday,July,17
56.39,60.0,66504.16,218.61,Programmable uniform website,Shelbyport,1,Australia,2016-01-05 16:26:44,1,3270,51-60,Tuesday,January,16
